city,city_ibge_code,date,epidemiological_week,estimated_population_2019,is_last,is_repeated,last_available_confirmed,last_available_confirmed_per_100k_inhabitants,last_available_date,last_available_death_rate,last_available_deaths,new_confirmed,new_deaths,order_for_place,place_type,state
Coruripe,2702306.0,2020-06-17,25,56933.0,False,False,431,757.03019,2020-06-17,0.0302,13,0,2,50,city,AL
Craíbas,2702355.0,2020-06-17,25,24219.0,False,False,150,619.34845,2020-06-17,0.0067,1,14,0,40,city,AL
Delmiro Gouveia,2702405.0,2020-06-17,25,52016.0,False,False,69,132.65149,2020-06-17,0.0725,5,0,2,55,city,AL
Dois Riachos,2702504.0,2020-06-17,25,11075.0,False,False,16,144.46953,2020-06-17,0.0,0,2,0,33,city,AL
Estrela de Alagoas,2702553.0,2020-06-17,25,18205.0,False,False,15,82.39495,2020-06-17,0.0,0,3,0,26,city,AL
Feira Grande,2702603.0,2020-06-17,25,22166.0,False,False,47,212.03645,2020-06-17,0.0,0,6,0,33,city,AL
Feliz Deserto,2702702.0,2020-06-17,25,4754.0,False,False,11,231.3841,2020-06-17,0.1818,2,1,0,29,city,AL
Flexeiras,2702801.0,2020-06-17,25,12790.0,False,False,85,664.5817,2020-06-17,0.0118,1,5,0,41,city,AL
Girau do Ponciano,2702900.0,2020-06-17,25,40917.0,False,False,174,425.25112,2020-06-17,0.0115,2,0,0,29,city,AL
Ibateguara,2703007.0,2020-06-17,25,15616.0,False,False,38,243.34016,2020-06-17,0.1053,4,0,0,60,city,AL
Igaci,2703106.0,2020-06-17,25,25631.0,False,False,29,113.14424,2020-06-17,0.0,0,0,0,38,city,AL
Igreja Nova,2703205.0,2020-06-17,25,24499.0,False,False,26,106.12678,2020-06-17,0.0769,2,0,0,26,city,AL
Importados/Indefinidos,,2020-06-17,25,,False,False,84,,2020-06-17,0.0595,5,2,0,81,city,AL
Inhapi,2703304.0,2020-06-17,25,18385.0,False,False,3,16.31765,2020-06-17,0.0,0,0,0,42,city,AL
Jacaré dos Homens,2703403.0,2020-06-17,25,5253.0,False,False,2,38.07348,2020-06-17,0.0,0,0,0,26,city,AL
