city,city_ibge_code,date,epidemiological_week,estimated_population_2019,is_last,is_repeated,last_available_confirmed,last_available_confirmed_per_100k_inhabitants,last_available_date,last_available_death_rate,last_available_deaths,new_confirmed,new_deaths,order_for_place,place_type,state
Miracatu,3529906.0,2020-06-15,25,19779.0,False,False,64,323.57551,2020-06-15,0.0938,6,1,1,54,city,SP
Mirandópolis,3530102.0,2020-06-15,25,29564.0,False,False,41,138.68218,2020-06-15,0.0976,4,0,0,57,city,SP
Mirante do Paranapanema,3530201.0,2020-06-15,25,18259.0,False,False,6,32.86051,2020-06-15,0.0,0,1,0,21,city,SP
Mirassol,3530300.0,2020-06-15,25,59824.0,False,False,54,90.26478,2020-06-15,0.037,2,0,0,71,city,SP
Mirassolândia,3530409.0,2020-06-15,25,4871.0,False,False,3,61.589,2020-06-15,0.0,0,0,0,9,city,SP
Mococa,3530508.0,2020-06-15,25,68885.0,False,False,60,87.10169,2020-06-15,0.05,3,0,0,69,city,SP
Mogi das Cruzes,3530607.0,2020-06-15,25,445842.0,False,False,1409,316.03124,2020-06-15,0.0859,121,1,0,88,city,SP
Mogi Guaçu,3530706.0,2020-06-15,25,151888.0,False,False,240,158.01117,2020-06-15,0.0333,8,2,1,77,city,SP
Mogi Mirim,3530805.0,2020-06-15,25,93189.0,False,False,25,26.8272,2020-06-15,0.08,2,0,0,62,city,SP
Monções,3531001.0,2020-06-15,25,2259.0,False,False,2,88.53475,2020-06-15,0.5,1,0,0,30,city,SP
Mongaguá,3531100.0,2020-06-15,25,56702.0,False,False,98,172.83341,2020-06-15,0.0408,4,0,0,63,city,SP
Monte Alegre do Sul,3531209.0,2020-06-15,25,8038.0,False,False,2,24.88181,2020-06-15,0.0,0,0,0,11,city,SP
Monte Alto,3531308.0,2020-06-15,25,50498.0,False,False,48,95.05327,2020-06-15,0.0208,1,0,0,70,city,SP
Monte Aprazível,3531407.0,2020-06-15,25,25087.0,False,False,14,55.8058,2020-06-15,0.0714,1,0,0,40,city,SP
Monte Azul Paulista,3531506.0,2020-06-15,25,19008.0,False,False,11,57.87037,2020-06-15,0.0,0,1,0,52,city,SP
Monteiro Lobato,3531704.0,2020-06-15,25,4653.0,False,False,2,42.98302,2020-06-15,0.0,0,0,0,31,city,SP
Monte Mor,3531803.0,2020-06-15,25,59772.0,False,False,101,168.97544,2020-06-15,0.0297,3,3,0,62,city,SP
Morro Agudo,3531902.0,2020-06-15,25,32968.0,False,False,69,209.29386,2020-06-15,0.0,0,2,0,62,city,SP
Morungaba,3532009.0,2020-06-15,25,13622.0,False,False,27,198.20878,2020-06-15,0.0,0,0,0,62,city,SP
Motuca,3532058.0,2020-06-15,25,4758.0,False,False,8,168.13787,2020-06-15,0.0,0,0,0,22,city,SP
Murutinga do Sul,3532108.0,2020-06-15,25,4486.0,False,False,3,66.87472,2020-06-15,0.0,0,0,0,32,city,SP
Natividade da Serra,3532306.0,2020-06-15,25,6661.0,False,False,1,15.01276,2020-06-15,1.0,1,0,0,12,city,SP
Nazaré Paulista,3532405.0,2020-06-15,25,18524.0,False,False,34,183.54567,2020-06-15,0.0588,2,0,0,56,city,SP
Neves Paulista,3532504.0,2020-06-15,25,8930.0,False,False,11,123.18029,2020-06-15,0.0,0,0,0,41,city,SP
Nhandeara,3532603.0,2020-06-15,25,11478.0,False,False,9,78.41087,2020-06-15,0.0,0,0,0,63,city,SP
Nipoã,3532702.0,2020-06-15,25,5213.0,False,False,1,19.18281,2020-06-15,0.0,0,0,0,42,city,SP
Nova Aliança,3532801.0,2020-06-15,25,6973.0,False,False,3,43.02309,2020-06-15,0.0,0,0,0,38,city,SP
Nova Campina,3532827.0,2020-06-15,25,9755.0,False,False,1,10.25115,2020-06-15,0.0,0,0,0,38,city,SP
Nova Castilho,3532868.0,2020-06-15,25,1267.0,False,False,1,78.9266,2020-06-15,1.0,1,0,0,10,city,SP
Nova Europa,3532900.0,2020-06-15,25,11186.0,False,False,53,473.80654,2020-06-15,0.0,0,0,0,38,city,SP
Nova Granada,3533007.0,2020-06-15,25,21500.0,False,False,10,46.51163,2020-06-15,0.1,1,0,0,43,city,SP
Nova Guataporanga,3533106.0,2020-06-15,25,2316.0,False,False,6,259.06736,2020-06-15,0.0,0,0,0,47,city,SP
Novais,3533254.0,2020-06-15,25,5830.0,False,False,2,34.30532,2020-06-15,0.0,0,0,0,20,city,SP
Nova Luzitânia,3533304.0,2020-06-15,25,4101.0,False,False,2,48.76859,2020-06-15,0.0,0,0,0,14,city,SP
Nova Odessa,3533403.0,2020-06-15,25,60174.0,False,False,66,109.68192,2020-06-15,0.0909,6,0,0,77,city,SP
Novo Horizonte,3533502.0,2020-06-15,25,41052.0,False,False,27,65.77024,2020-06-15,0.0,0,0,0,49,city,SP
