city,city_ibge_code,confirmed,confirmed_per_100k_inhabitants,date,death_rate,deaths,estimated_population_2019,is_last,order_for_place,place_type,state
Bom Jardim de Goiás,5203401,3,33.93281,2020-06-26,0.0,0,8841.0,True,45,city,GO
Bom Jesus de Goiás,5203500,31,122.93782,2020-06-26,0.0,0,25216.0,True,82,city,GO
Bonfinópolis,5203559,16,164.84649,2020-06-26,0.0625,1,9706.0,True,36,city,GO
Brazabrantes,5203609,3,81.01539,2020-06-26,0.0,0,3703.0,True,34,city,GO
Britânia,5203807,5,86.52016,2020-06-26,0.0,0,5779.0,True,49,city,GO
Buriti Alegre,5203906,26,274.87049,2020-06-26,0.0,0,9459.0,True,12,city,GO
Buriti de Goiás,5203939,8,321.54341,2020-06-26,0.0,0,2488.0,True,5,city,GO
Buritinópolis,5203962,1,30.37667,2020-06-26,0.0,0,3292.0,True,11,city,GO
Cabeceiras,5204003,2,25.02189,2020-06-26,0.5,1,7993.0,True,32,city,GO
Cachoeira Alta,5204102,21,168.21532,2020-06-26,0.0,0,12484.0,True,27,city,GO
Cachoeira Dourada,5204250,6,74.37709,2020-06-26,0.0,0,8067.0,True,33,city,GO
Caçu,5204300,66,412.2681,2020-06-26,0.0455,3,16009.0,True,45,city,GO
Caiapônia,5204409,3,15.86211,2020-06-26,0.0,0,18913.0,True,29,city,GO
Caldas Novas,5204508,62,68.01079,2020-06-26,0.0484,3,91162.0,True,84,city,GO
Caldazinha,5204557,2,52.57624,2020-06-26,0.0,0,3804.0,True,44,city,GO
Campestre de Goiás,5204607,2,55.09642,2020-06-26,0.0,0,3630.0,True,84,city,GO
Campinorte,5204706,15,118.80247,2020-06-26,0.0,0,12626.0,True,61,city,GO
Campo Alegre de Goiás,5204805,2,26.35393,2020-06-26,0.0,0,7589.0,True,47,city,GO
Campo Limpo de Goiás,5204854,8,102.70895,2020-06-26,0.0,0,7789.0,True,23,city,GO
Campos Belos,5204904,30,150.85232,2020-06-26,0.0333,1,19887.0,True,50,city,GO
Carmo do Rio Verde,5205000,13,128.94267,2020-06-26,0.0,0,10082.0,True,68,city,GO
Castelândia,5205059,4,116.44833,2020-06-26,0.0,0,3435.0,True,25,city,GO
Catalão,5205109,196,180.10898,2020-06-26,0.0204,4,108823.0,True,94,city,GO
Caturaí,5205208,2,39.44773,2020-06-26,0.0,0,5070.0,True,49,city,GO
Cavalcante,5205307,3,30.89917,2020-06-26,0.0,0,9709.0,True,26,city,GO
Ceres,5205406,62,279.39255,2020-06-26,0.0161,1,22191.0,True,68,city,GO
Cezarina,5205455,9,104.5782,2020-06-26,0.1111,1,8606.0,True,24,city,GO
Chapadão do Céu,5205471,33,324.57952,2020-06-26,0.0,0,10167.0,True,44,city,GO
Cidade Ocidental,5205497,232,325.03923,2020-06-26,0.0216,5,71376.0,True,84,city,GO
Cocalzinho de Goiás,5205513,22,108.69565,2020-06-26,0.0909,2,20240.0,True,32,city,GO
Colinas do Sul,5205521,0,,2020-06-26,0.0,0,3382.0,True,47,city,GO
Córrego do Ouro,5205703,1,42.97379,2020-06-26,0.0,0,2327.0,True,49,city,GO
Corumbá de Goiás,5205802,1,9.0009,2020-06-26,0.0,0,11110.0,True,49,city,GO
Corumbaíba,5205901,12,123.4187,2020-06-26,0.0833,1,9723.0,True,48,city,GO
Cristalina,5206206,37,62.71505,2020-06-26,0.0541,2,58997.0,True,49,city,GO
Crixás,5206404,49,289.1026,2020-06-26,0.0,0,16949.0,True,22,city,GO
Cromínia,5206503,3,86.05852,2020-06-26,0.0,0,3486.0,True,30,city,GO
Cumari,5206602,11,385.42397,2020-06-26,0.0,0,2854.0,True,25,city,GO
Damolândia,5206800,9,306.33084,2020-06-26,0.0,0,2938.0,True,23,city,GO
Divinópolis de Goiás,5208301,1,20.81599,2020-06-26,0.0,0,4804.0,True,5,city,GO
Doverlândia,5207253,0,,2020-06-26,0.0,0,7322.0,True,45,city,GO
Edealina,5207352,2,54.06867,2020-06-26,0.0,0,3699.0,True,11,city,GO
Edéia,5207402,16,129.32428,2020-06-26,0.0625,1,12372.0,True,49,city,GO
Estrela do Norte,5207501,1,30.53435,2020-06-26,0.0,0,3275.0,True,19,city,GO
Faina,5207535,3,45.26935,2020-06-26,0.0,0,6627.0,True,71,city,GO
Firminópolis,5207808,4,30.09329,2020-06-26,0.0,0,13292.0,True,29,city,GO
Flores de Goiás,5207907,1,6.03974,2020-06-26,0.0,0,16557.0,True,25,city,GO
Formosa,5208004,279,229.40872,2020-06-26,0.0143,4,121617.0,True,72,city,GO
Gameleira de Goiás,5208152,7,183.34206,2020-06-26,0.0,0,3818.0,True,29,city,GO
Goianápolis,5208400,26,231.50209,2020-06-26,0.0769,2,11231.0,True,35,city,GO
Goiandira,5208509,3,53.57143,2020-06-26,0.3333,1,5600.0,True,77,city,GO
Goianésia,5208608,112,159.80823,2020-06-26,0.0357,4,70084.0,True,88,city,GO
Goiânia,5208707,6111,403.07022,2020-06-26,0.0245,150,1516113.0,True,103,city,GO
Goianira,5208806,11,24.83687,2020-06-26,0.0909,1,44289.0,True,71,city,GO
Goiás,5208905,6,26.49592,2020-06-26,0.0,0,22645.0,True,23,city,GO
Goiatuba,5209101,59,173.0459,2020-06-26,0.0678,4,34095.0,True,77,city,GO
Gouvelândia,5209150,6,101.7294,2020-06-26,0.0,0,5898.0,True,33,city,GO
Guapó,5209200,28,197.0582,2020-06-26,0.0,0,14209.0,True,77,city,GO
Guaraíta,5209291,2,100.2004,2020-06-26,0.5,1,1996.0,True,19,city,GO
Guarani de Goiás,5209408,11,282.55844,2020-06-26,0.0,0,3893.0,True,10,city,GO
Hidrolândia,5209705,79,363.95467,2020-06-26,0.0253,2,21706.0,True,89,city,GO
Hidrolina,5209804,12,336.70034,2020-06-26,0.0,0,3564.0,True,22,city,GO
Iaciara,5209903,12,86.04001,2020-06-26,0.0,0,13947.0,True,11,city,GO
Importados/Indefinidos,,0,,2020-06-26,0.0,0,,True,96,city,GO
Inaciolândia,5209937,1,16.14466,2020-06-26,0.0,0,6194.0,True,18,city,GO
Indiara,5209952,27,172.95497,2020-06-26,0.0,0,15611.0,True,40,city,GO
Inhumas,5210000,196,370.74869,2020-06-26,0.0051,1,52866.0,True,66,city,GO
Ipameri,5210109,28,103.76135,2020-06-26,0.0357,1,26985.0,True,58,city,GO
Ipiranga de Goiás,5210158,1,34.56619,2020-06-26,0.0,0,2893.0,True,24,city,GO
Iporá,5210208,108,342.52006,2020-06-26,0.0185,2,31531.0,True,49,city,GO
Israelândia,5210307,2,71.42857,2020-06-26,0.0,0,2800.0,True,23,city,GO
Itaberaí,5210406,71,165.50117,2020-06-26,0.0282,2,42900.0,True,37,city,GO
Itaguari,5210562,1,21.3858,2020-06-26,0.0,0,4676.0,True,1,city,GO
Itaguaru,5210604,5,95.47451,2020-06-26,0.0,0,5237.0,True,73,city,GO
Itajá,5210802,3,66.09385,2020-06-26,0.0,0,4539.0,True,39,city,GO
Itapaci,5210901,17,73.97415,2020-06-26,0.0,0,22981.0,True,32,city,GO
Itapirapuã,5211008,3,60.03602,2020-06-26,0.0,0,4997.0,True,17,city,GO
Itapuranga,5211206,5,19.40391,2020-06-26,0.0,0,25768.0,True,45,city,GO
Itarumã,5211305,1,13.93146,2020-06-26,0.0,0,7178.0,True,2,city,GO
Itauçu,5211404,1,11.18819,2020-06-26,0.0,0,8938.0,True,29,city,GO
Itumbiara,5211503,141,134.61649,2020-06-26,0.0071,1,104742.0,True,86,city,GO
Ivolândia,5211602,3,126.58228,2020-06-26,0.0,0,2370.0,True,45,city,GO
Jandaia,5211701,15,248.01587,2020-06-26,0.0667,1,6048.0,True,23,city,GO
Jaraguá,5211800,23,45.53464,2020-06-26,0.087,2,50511.0,True,60,city,GO
Jataí,5211909,285,282.50828,2020-06-26,0.007,2,100882.0,True,97,city,GO
Jaupaci,5212006,2,69.46857,2020-06-26,0.0,0,2879.0,True,11,city,GO
Jesúpolis,5212055,3,120.48193,2020-06-26,0.0,0,2490.0,True,57,city,GO
Joviânia,5212105,2,27.07459,2020-06-26,0.5,1,7387.0,True,44,city,GO
Jussara,5212204,19,102.82498,2020-06-26,0.1053,2,18478.0,True,51,city,GO
Leopoldo de Bulhões,5212303,32,418.46476,2020-06-26,0.0312,1,7647.0,True,39,city,GO
Luziânia,5212501,519,249.16106,2020-06-26,0.0116,6,208299.0,True,91,city,GO
Mara Rosa,5212808,10,105.22993,2020-06-26,0.1,1,9503.0,True,48,city,GO
Matrinchã,5212956,3,68.94967,2020-06-26,0.0,0,4351.0,True,5,city,GO
Maurilândia,5213004,83,589.48864,2020-06-26,0.012,1,14080.0,True,37,city,GO
Mimoso de Goiás,5213053,4,154.02387,2020-06-26,0.0,0,2597.0,True,19,city,GO
Minaçu,5213087,9,30.95975,2020-06-26,0.0,0,29070.0,True,49,city,GO
Mineiros,5213103,307,459.57396,2020-06-26,0.0195,6,66801.0,True,61,city,GO
Monte Alegre de Goiás,5213509,2,23.2396,2020-06-26,0.0,0,8606.0,True,29,city,GO
Montes Claros de Goiás,5213707,6,74.4879,2020-06-26,0.0,0,8055.0,True,23,city,GO
Montividiu,5213756,46,343.38609,2020-06-26,0.0,0,13396.0,True,77,city,GO
Montividiu do Norte,5213772,1,22.32641,2020-06-26,0.0,0,4479.0,True,10,city,GO
Morrinhos,5213806,95,205.91295,2020-06-26,0.0421,4,46136.0,True,71,city,GO
Morro Agudo de Goiás,5213855,1,44.48399,2020-06-26,0.0,0,2248.0,True,1,city,GO
Mossâmedes,5213905,4,93.24009,2020-06-26,0.0,0,4290.0,True,18,city,GO
Mozarlândia,5214002,3,19.15831,2020-06-26,0.0,0,15659.0,True,31,city,GO
Mundo Novo,5214051,6,122.77471,2020-06-26,0.0,0,4887.0,True,10,city,GO
Mutunópolis,5214101,3,79.40709,2020-06-26,0.0,0,3778.0,True,30,city,GO
Nazário,5214408,7,76.56968,2020-06-26,0.0,0,9142.0,True,12,city,GO
Nerópolis,5214507,11,36.85092,2020-06-26,0.0909,1,29850.0,True,73,city,GO
Niquelândia,5214606,52,112.09796,2020-06-26,0.0,0,46388.0,True,59,city,GO
Nova América,5214705,1,42.51701,2020-06-26,0.0,0,2352.0,True,37,city,GO
Nova Aurora,5214804,2,90.49774,2020-06-26,0.5,1,2210.0,True,14,city,GO
Nova Crixás,5214838,1,7.77061,2020-06-26,0.0,0,12869.0,True,11,city,GO
Nova Glória,5214861,34,416.46252,2020-06-26,0.0,0,8164.0,True,78,city,GO
Nova Iguaçu de Goiás,5214879,2,68.28269,2020-06-26,0.0,0,2929.0,True,10,city,GO
Nova Veneza,5215009,9,91.34274,2020-06-26,0.0,0,9853.0,True,82,city,GO
Novo Brasil,5215207,3,102.98661,2020-06-26,0.0,0,2913.0,True,17,city,GO
Novo Gama,5215231,305,263.58773,2020-06-26,0.0459,14,115711.0,True,62,city,GO
Novo Planalto,5215256,0,,2020-06-26,0.0,0,4495.0,True,35,city,GO
Orizona,5215306,19,121.67787,2020-06-26,0.0,0,15615.0,True,12,city,GO
Ouro Verde de Goiás,5215405,2,53.20564,2020-06-26,0.0,0,3759.0,True,12,city,GO
Ouvidor,5215504,4,59.997,2020-06-26,0.0,0,6667.0,True,8,city,GO
Padre Bernardo,5215603,98,289.6409,2020-06-26,0.0102,1,33835.0,True,47,city,GO
Palmeiras de Goiás,5215702,48,166.33169,2020-06-26,0.0417,2,28858.0,True,47,city,GO
Palminópolis,5215900,4,111.57601,2020-06-26,0.25,1,3585.0,True,48,city,GO
Panamá,5216007,2,76.48184,2020-06-26,0.0,0,2615.0,True,9,city,GO
Paranaiguara,5216304,6,59.65994,2020-06-26,0.0,0,10057.0,True,85,city,GO
Paraúna,5216403,20,182.01675,2020-06-26,0.1,2,10988.0,True,72,city,GO
Perolândia,5216452,1,31.95909,2020-06-26,0.0,0,3129.0,True,9,city,GO
Petrolina de Goiás,5216809,2,19.45336,2020-06-26,0.0,0,10281.0,True,8,city,GO
Piracanjuba,5217104,35,142.71734,2020-06-26,0.0286,1,24524.0,True,49,city,GO
Piranhas,5217203,10,96.29273,2020-06-26,0.0,0,10385.0,True,36,city,GO
Pirenópolis,5217302,6,24.08865,2020-06-26,0.0,0,24908.0,True,73,city,GO
Pires do Rio,5217401,74,235.23428,2020-06-26,0.027,2,31458.0,True,77,city,GO
Planaltina,5217609,315,350.31918,2020-06-26,0.0349,11,89918.0,True,65,city,GO
Pontalina,5217708,2,11.22397,2020-06-26,0.0,0,17819.0,True,8,city,GO
Porangatu,5218003,45,99.13204,2020-06-26,0.0222,1,45394.0,True,47,city,GO
Porteirão,5218052,5,128.83278,2020-06-26,0.0,0,3881.0,True,8,city,GO
Portelândia,5218102,9,224.38295,2020-06-26,0.1111,1,4011.0,True,39,city,GO
Posse,5218300,19,51.49051,2020-06-26,0.0526,1,36900.0,True,29,city,GO
Professor Jamil,5218391,9,279.24294,2020-06-26,0.2222,2,3223.0,True,75,city,GO
Quirinópolis,5218508,112,223.70918,2020-06-26,0.0089,1,50065.0,True,45,city,GO
Rialma,5218607,32,293.09397,2020-06-26,0.0,0,10918.0,True,74,city,GO
Rianápolis,5218706,1,20.82899,2020-06-26,0.0,0,4801.0,True,38,city,GO
Rio Verde,5218805,3976,1687.26952,2020-06-26,0.007,28,235647.0,True,103,city,GO
Rubiataba,5218904,39,196.15733,2020-06-26,0.0769,3,19882.0,True,29,city,GO
Sanclerlândia,5219001,2,26.18829,2020-06-26,0.5,1,7637.0,True,5,city,GO
Santa Bárbara de Goiás,5219100,1,15.2439,2020-06-26,1.0,1,6560.0,True,4,city,GO
Santa Cruz de Goiás,5219209,1,35.02627,2020-06-26,0.0,0,2855.0,True,4,city,GO
Santa Fé de Goiás,5219258,2,36.63675,2020-06-26,0.0,0,5459.0,True,55,city,GO
Santa Helena de Goiás,5219308,199,514.90375,2020-06-26,0.0101,2,38648.0,True,60,city,GO
Santa Isabel,5219357,5,131.26805,2020-06-26,0.0,0,3809.0,True,18,city,GO
Santa Rita do Araguaia,5219407,4,45.68296,2020-06-26,0.0,0,8756.0,True,40,city,GO
Santa Rita do Novo Destino,5219456,1,29.91325,2020-06-26,0.0,0,3343.0,True,25,city,GO
Santa Rosa de Goiás,5219506,2,86.24407,2020-06-26,0.5,1,2319.0,True,26,city,GO
Santa Tereza de Goiás,5219605,3,89.41878,2020-06-26,0.0,0,3355.0,True,10,city,GO
Santa Terezinha de Goiás,5219704,2,22.87283,2020-06-26,0.0,0,8744.0,True,29,city,GO
Santo Antônio da Barra,5219712,3,62.22775,2020-06-26,0.0,0,4821.0,True,19,city,GO
Santo Antônio de Goiás,5219738,23,366.06717,2020-06-26,0.0435,1,6283.0,True,47,city,GO
Santo Antônio do Descoberto,5219753,298,398.69421,2020-06-26,0.0201,6,74744.0,True,70,city,GO
São Francisco de Goiás,5219902,10,159.6424,2020-06-26,0.0,0,6264.0,True,12,city,GO
São João d'Aliança,5220009,37,269.28675,2020-06-26,0.027,1,13740.0,True,33,city,GO
São João da Paraúna,5220058,0,,2020-06-26,0.0,0,1381.0,True,23,city,GO
São Luís de Montes Belos,5220108,46,136.02626,2020-06-26,0.0217,1,33817.0,True,82,city,GO
São Luiz do Norte,5220157,19,367.71821,2020-06-26,0.0,0,5167.0,True,12,city,GO
São Miguel do Araguaia,5220207,8,36.37521,2020-06-26,0.0,0,21993.0,True,29,city,GO
São Miguel do Passa Quatro,5220264,1,24.64876,2020-06-26,0.0,0,4057.0,True,2,city,GO
São Simão,5220405,156,755.6309,2020-06-26,0.0128,2,20645.0,True,44,city,GO
Senador Canedo,5220454,502,435.11801,2020-06-26,0.008,4,115371.0,True,82,city,GO
Serranópolis,5220504,1,11.70412,2020-06-26,0.0,0,8544.0,True,33,city,GO
Silvânia,5220603,32,154.62672,2020-06-26,0.0,0,20695.0,True,91,city,GO
Terezópolis de Goiás,5221197,15,186.49758,2020-06-26,0.0,0,8043.0,True,35,city,GO
Três Ranchos,5221304,1,35.29827,2020-06-26,0.0,0,2833.0,True,7,city,GO
Trindade,5221403,190,148.90399,2020-06-26,0.0474,9,127599.0,True,84,city,GO
Turvânia,5221502,8,173.98869,2020-06-26,0.0,0,4598.0,True,29,city,GO
Turvelândia,5221551,8,151.48646,2020-06-26,0.0,0,5281.0,True,11,city,GO
Uruaçu,5221601,60,148.03119,2020-06-26,0.0,0,40532.0,True,73,city,GO
Uruana,5221700,24,173.37282,2020-06-26,0.0,0,13843.0,True,36,city,GO
Urutaí,5221809,4,130.20833,2020-06-26,0.0,0,3072.0,True,58,city,GO
Valparaíso de Goiás,5221858,516,306.28962,2020-06-26,0.031,16,168468.0,True,92,city,GO
Varjão,5221908,8,209.04102,2020-06-26,0.0,0,3827.0,True,7,city,GO
Vianópolis,5222005,30,216.40338,2020-06-26,0.0,0,13863.0,True,78,city,GO
Vicentinópolis,5222054,2,22.87544,2020-06-26,0.5,1,8743.0,True,17,city,GO
Vila Boa,5222203,2,32.40966,2020-06-26,0.0,0,6171.0,True,10,city,GO
,52,21441,305.49898,2020-06-26,0.0198,425,7018354.0,True,107,state,GO
,21,76698,1084.04294,2020-06-26,0.0249,1906,7075181.0,True,99,state,MA
Abadia dos Dourados,3100104,5,71.54099,2020-06-26,0.0,0,6989.0,True,50,city,MG
Abaeté,3100203,8,34.42785,2020-06-26,0.0,0,23237.0,True,76,city,MG
Abre Campo,3100302,7,52.02914,2020-06-26,0.0,0,13454.0,True,19,city,MG
Acaiaca,3100401,10,250.37556,2020-06-26,0.1,1,3994.0,True,9,city,MG
Açucena,3100500,11,116.15628,2020-06-26,0.0909,1,9470.0,True,39,city,MG
Água Comprida,3100708,2,100.05003,2020-06-26,0.0,0,1999.0,True,28,city,MG
Aguanil,3100807,5,111.45787,2020-06-26,0.0,0,4486.0,True,9,city,MG
Águas Formosas,3100906,7,36.44505,2020-06-26,0.0,0,19207.0,True,23,city,MG
Águas Vermelhas,3101003,19,140.33533,2020-06-26,0.0,0,13539.0,True,38,city,MG
Aimorés,3101102,80,317.87658,2020-06-26,0.0,0,25167.0,True,54,city,MG
Além Paraíba,3101508,136,384.59363,2020-06-26,0.0147,2,35362.0,True,64,city,MG
Alfenas,3101607,34,42.50213,2020-06-26,0.0,0,79996.0,True,88,city,MG
Alfredo Vasconcelos,3101631,3,43.4342,2020-06-26,0.3333,1,6907.0,True,48,city,MG
Almenara,3101706,46,109.79568,2020-06-26,0.0,0,41896.0,True,73,city,MG
Alpercata,3101805,54,727.37069,2020-06-26,0.0,0,7424.0,True,80,city,MG
Alpinópolis,3101904,1,5.03702,2020-06-26,0.0,0,19853.0,True,51,city,MG
Alterosa,3102001,2,13.82552,2020-06-26,0.0,0,14466.0,True,59,city,MG
Alto Caparaó,3102050,3,51.30836,2020-06-26,0.0,0,5847.0,True,27,city,MG
Alto Jequitibá,3153509,17,204.40063,2020-06-26,0.0588,1,8317.0,True,55,city,MG
Alto Rio Doce,3102100,53,481.81818,2020-06-26,0.0189,1,11000.0,True,51,city,MG
Alvarenga,3102209,94,2405.93806,2020-06-26,0.0,0,3907.0,True,40,city,MG
Alvinópolis,3102308,9,59.19884,2020-06-26,0.0,0,15203.0,True,22,city,MG
Alvorada de Minas,3102407,3,83.19468,2020-06-26,0.0,0,3606.0,True,16,city,MG
Amparo do Serra,3102506,2,42.43582,2020-06-26,0.0,0,4713.0,True,25,city,MG
Andradas,3102605,17,41.38569,2020-06-26,0.0588,1,41077.0,True,44,city,MG
Andrelândia,3102803,16,130.89005,2020-06-26,0.0,0,12224.0,True,44,city,MG
Antônio Carlos,3102902,12,104.84928,2020-06-26,0.0,0,11445.0,True,24,city,MG
Antônio Dias,3103009,28,300.49367,2020-06-26,0.0,0,9318.0,True,24,city,MG
Araçuaí,3103405,7,19.06941,2020-06-26,0.0,0,36708.0,True,43,city,MG
Araguari,3103504,342,291.64215,2020-06-26,0.0088,3,117267.0,True,87,city,MG
Arantina,3103603,3,107.33453,2020-06-26,0.0,0,2795.0,True,37,city,MG
Araporã,3103751,35,509.53559,2020-06-26,0.0286,1,6869.0,True,32,city,MG
Arapuá,3103801,16,564.57304,2020-06-26,0.0,0,2834.0,True,23,city,MG
Araxá,3104007,238,224.04428,2020-06-26,0.0168,4,106229.0,True,74,city,MG
Arceburgo,3104106,7,64.98329,2020-06-26,0.0,0,10772.0,True,69,city,MG
Arcos,3104205,38,94.782,2020-06-26,0.0263,1,40092.0,True,86,city,MG
Argirita,3104403,1,36.67033,2020-06-26,0.0,0,2727.0,True,2,city,MG
Arinos,3104502,3,16.78322,2020-06-26,0.0,0,17875.0,True,15,city,MG
Astolfo Dutra,3104601,22,155.15904,2020-06-26,0.0455,1,14179.0,True,50,city,MG
Ataléia,3104700,17,132.11066,2020-06-26,0.0,0,12868.0,True,10,city,MG
Augusto de Lima,3104809,6,123.22859,2020-06-26,0.0,0,4869.0,True,3,city,MG
Baependi,3104908,4,20.88991,2020-06-26,0.0,0,19148.0,True,29,city,MG
Bambuí,3105103,0,,2020-06-26,0.0,0,23829.0,True,20,city,MG
Bandeira,3105202,1,20.85506,2020-06-26,0.0,0,4795.0,True,7,city,MG
Barão de Cocais,3105400,113,347.85286,2020-06-26,0.0,0,32485.0,True,29,city,MG
Barão de Monte Alto,3105509,7,129.70169,2020-06-26,0.0,0,5397.0,True,17,city,MG
Barbacena,3105608,342,249.066,2020-06-26,0.0146,5,137313.0,True,86,city,MG
Barra Longa,3105707,54,1052.42643,2020-06-26,0.0,0,5131.0,True,24,city,MG
Barroso,3105905,13,62.46997,2020-06-26,0.0,0,20810.0,True,41,city,MG
Bela Vista de Minas,3106002,6,58.50804,2020-06-26,0.0,0,10255.0,True,51,city,MG
Belmiro Braga,3106101,7,204.14115,2020-06-26,0.1429,1,3429.0,True,73,city,MG
Belo Horizonte,3106200,4977,198.12346,2020-06-26,0.0219,109,2512070.0,True,102,city,MG
Belo Oriente,3106309,72,269.66292,2020-06-26,0.0556,4,26700.0,True,64,city,MG
Belo Vale,3106408,5,64.80881,2020-06-26,0.2,1,7715.0,True,64,city,MG
Berilo,3106507,3,25.14247,2020-06-26,0.0,0,11932.0,True,5,city,MG
Betim,3106705,548,124.73255,2020-06-26,0.0547,30,439340.0,True,96,city,MG
Bicas,3106903,9,62.09466,2020-06-26,0.0,0,14494.0,True,63,city,MG
Biquinhas,3107000,2,79.52286,2020-06-26,0.0,0,2515.0,True,30,city,MG
Boa Esperança,3107109,54,134.57273,2020-06-26,0.0926,5,40127.0,True,93,city,MG
Bocaina de Minas,3107208,2,39.29273,2020-06-26,0.0,0,5090.0,True,34,city,MG
Bocaiúva,3107307,50,100.04202,2020-06-26,0.02,1,49979.0,True,44,city,MG
Bom Despacho,3107406,58,114.61318,2020-06-26,0.0172,1,50605.0,True,96,city,MG
Bom Jardim de Minas,3107505,2,30.8928,2020-06-26,0.0,0,6474.0,True,7,city,MG
Bom Jesus do Amparo,3107703,4,65.75703,2020-06-26,0.0,0,6083.0,True,21,city,MG
Bom Jesus do Galho,3107802,5,33.47841,2020-06-26,0.4,2,14935.0,True,28,city,MG
Bom Repouso,3107901,9,85.33232,2020-06-26,0.0,0,10547.0,True,59,city,MG
Bom Sucesso,3108008,5,28.40425,2020-06-26,0.0,0,17603.0,True,7,city,MG
Bonfim,3108107,7,101.92196,2020-06-26,0.1429,1,6868.0,True,76,city,MG
Bonfinópolis de Minas,3108206,1,18.20499,2020-06-26,0.0,0,5493.0,True,36,city,MG
Borda da Mata,3108305,10,51.51453,2020-06-26,0.0,0,19412.0,True,79,city,MG
Botelhos,3108404,12,80.15497,2020-06-26,0.0833,1,14971.0,True,81,city,MG
Brasilândia de Minas,3108552,3,18.14004,2020-06-26,0.0,0,16538.0,True,6,city,MG
Brasília de Minas,3108602,7,21.64034,2020-06-26,0.0,0,32347.0,True,65,city,MG
Brás Pires,3108701,2,46.1574,2020-06-26,0.0,0,4333.0,True,3,city,MG
Braúnas,3108800,1,20.82899,2020-06-26,0.0,0,4801.0,True,34,city,MG
Brazópolis,3108909,8,55.32886,2020-06-26,0.0,0,14459.0,True,51,city,MG
Brumadinho,3109006,159,396.47907,2020-06-26,0.0,0,40103.0,True,55,city,MG
Bueno Brandão,3109105,7,63.63058,2020-06-26,0.2857,2,11001.0,True,57,city,MG
Buenópolis,3109204,63,607.81476,2020-06-26,0.0,0,10365.0,True,28,city,MG
Bugre,3109253,6,150.67805,2020-06-26,0.0,0,3982.0,True,35,city,MG
Buritis,3109303,28,112.71688,2020-06-26,0.0,0,24841.0,True,23,city,MG
Buritizeiro,3109402,40,142.572,2020-06-26,0.0,0,28056.0,True,22,city,MG
Cabeceira Grande,3109451,3,43.17168,2020-06-26,0.0,0,6949.0,True,9,city,MG
Cabo Verde,3109501,1,7.1048,2020-06-26,0.0,0,14075.0,True,5,city,MG
Cachoeira da Prata,3109600,1,27.75465,2020-06-26,0.0,0,3603.0,True,1,city,MG
Cachoeira de Minas,3109709,8,69.28206,2020-06-26,0.0,0,11547.0,True,43,city,MG
Cachoeira de Pajeú,3102704,2,21.24947,2020-06-26,0.0,0,9412.0,True,35,city,MG
Cachoeira Dourada,3109808,2,74.29421,2020-06-26,0.0,0,2692.0,True,41,city,MG
Caetanópolis,3109907,7,60.22023,2020-06-26,0.0,0,11624.0,True,62,city,MG
Caeté,3110004,45,100.63062,2020-06-26,0.0,0,44718.0,True,71,city,MG
Caiana,3110103,4,72.7802,2020-06-26,0.0,0,5496.0,True,22,city,MG
Cajuri,3110202,15,376.22272,2020-06-26,0.0,0,3987.0,True,47,city,MG
Caldas,3110301,14,96.68508,2020-06-26,0.0,0,14480.0,True,49,city,MG
Camanducaia,3110509,81,372.07166,2020-06-26,0.0247,2,21770.0,True,71,city,MG
Cambuí,3110608,49,165.81503,2020-06-26,0.0204,1,29551.0,True,82,city,MG
Cambuquira,3110707,3,23.41189,2020-06-26,0.0,0,12814.0,True,77,city,MG
Campanário,3110806,1,26.8745,2020-06-26,0.0,0,3721.0,True,4,city,MG
Campanha,3110905,8,48.0048,2020-06-26,0.125,1,16665.0,True,46,city,MG
Campestre,3111002,3,14.2484,2020-06-26,0.0,0,21055.0,True,46,city,MG
Campina Verde,3111101,17,86.09775,2020-06-26,0.0588,1,19745.0,True,42,city,MG
Campo Belo,3111200,104,192.48922,2020-06-26,0.0192,2,54029.0,True,92,city,MG
Campo Florido,3111408,9,110.4159,2020-06-26,0.0,0,8151.0,True,21,city,MG
Campos Altos,3111507,31,200.5045,2020-06-26,0.0,0,15461.0,True,96,city,MG
Campos Gerais,3111606,44,152.91583,2020-06-26,0.0,0,28774.0,True,76,city,MG
Canápolis,3111804,13,106.99588,2020-06-26,0.0,0,12150.0,True,32,city,MG
Cana Verde,3111903,37,660.36052,2020-06-26,0.0,0,5603.0,True,50,city,MG
Candeias,3112000,21,141.07215,2020-06-26,0.0,0,14886.0,True,45,city,MG
Caparaó,3112109,4,73.55645,2020-06-26,0.25,1,5438.0,True,36,city,MG
Capela Nova,3112208,1,21.49151,2020-06-26,0.0,0,4653.0,True,19,city,MG
Capelinha,3112307,4,10.58649,2020-06-26,0.0,0,37784.0,True,49,city,MG
Capetinga,3112406,2,28.90173,2020-06-26,0.0,0,6920.0,True,30,city,MG
Capim Branco,3112505,6,61.51323,2020-06-26,0.0,0,9754.0,True,32,city,MG
Capinópolis,3112604,51,315.34038,2020-06-26,0.0,0,16173.0,True,53,city,MG
Capitão Enéas,3112703,17,111.59249,2020-06-26,0.1765,3,15234.0,True,33,city,MG
Capitólio,3112802,2,23.1696,2020-06-26,1.0,2,8632.0,True,87,city,MG
Caraí,3113008,4,16.88833,2020-06-26,0.0,0,23685.0,True,22,city,MG
Caranaíba,3113107,3,94.25071,2020-06-26,0.0,0,3183.0,True,27,city,MG
