city,city_ibge_code,confirmed,confirmed_per_100k_inhabitants,date,death_rate,deaths,estimated_population_2019,is_last,order_for_place,place_type,state
Parnaíba,2207702,2565,1675.61635,2020-06-26,0.0226,58,153078.0,True,90,city,PI
Passagem Franca do Piauí,2207751,13,301.41433,2020-06-26,0.0,0,4313.0,True,40,city,PI
Patos do Piauí,2207777,4,62.57822,2020-06-26,0.0,0,6392.0,True,18,city,PI
Pau D'Arco do Piauí,2207793,27,667.49073,2020-06-26,0.0,0,4045.0,True,44,city,PI
Paulistana,2207801,25,121.81455,2020-06-26,0.0,0,20523.0,True,39,city,PI
Pavussu,2207850,10,271.96084,2020-06-26,0.1,1,3677.0,True,43,city,PI
Pedro II,2207900,82,211.6566,2020-06-26,0.061,5,38742.0,True,69,city,PI
Pedro Laurentino,2207934,5,197.16088,2020-06-26,0.0,0,2536.0,True,38,city,PI
Picos,2208007,518,662.21779,2020-06-26,0.0193,10,78222.0,True,73,city,PI
Pimenteiras,2208106,119,981.28144,2020-06-26,0.0084,1,12127.0,True,75,city,PI
Pio IX,2208205,17,92.26594,2020-06-26,0.0588,1,18425.0,True,61,city,PI
Piracuruca,2208304,94,326.49092,2020-06-26,0.0532,5,28791.0,True,82,city,PI
Piripiri,2208403,290,454.95905,2020-06-26,0.0207,6,63742.0,True,63,city,PI
Porto,2208502,23,183.00446,2020-06-26,0.0,0,12568.0,True,55,city,PI
Prata do Piauí,2208601,3,95.20787,2020-06-26,0.0,0,3151.0,True,18,city,PI
Queimada Nova,2208650,41,455.96085,2020-06-26,0.0,0,8992.0,True,60,city,PI
Redenção do Gurguéia,2208700,6,68.3527,2020-06-26,0.0,0,8778.0,True,50,city,PI
Regeneração,2208809,20,111.24708,2020-06-26,0.0,0,17978.0,True,55,city,PI
Ribeira do Piauí,2208874,4,89.34554,2020-06-26,0.0,0,4477.0,True,70,city,PI
Ribeiro Gonçalves,2208908,96,1307.72374,2020-06-26,0.0208,2,7341.0,True,45,city,PI
Rio Grande do Piauí,2209005,13,202.11443,2020-06-26,0.0769,1,6432.0,True,63,city,PI
Santa Cruz do Piauí,2209104,4,64.10256,2020-06-26,0.0,0,6240.0,True,38,city,PI
Santa Filomena,2209203,2,31.98465,2020-06-26,0.0,0,6253.0,True,30,city,PI
Santa Luz,2209302,29,494.88055,2020-06-26,0.0345,1,5860.0,True,52,city,PI
Santana do Piauí,2209351,4,86.31852,2020-06-26,0.0,0,4634.0,True,31,city,PI
Santa Rosa do Piauí,2209377,3,57.06677,2020-06-26,0.0,0,5257.0,True,8,city,PI
Santo Antônio de Lisboa,2209401,3,46.76539,2020-06-26,0.0,0,6415.0,True,38,city,PI
Santo Antônio dos Milagres,2209450,1,46.27487,2020-06-26,0.0,0,2161.0,True,18,city,PI
Santo Inácio do Piauí,2209500,3,78.98894,2020-06-26,0.0,0,3798.0,True,13,city,PI
São Francisco de Assis do Piauí,2209658,3,52.12858,2020-06-26,0.0,0,5755.0,True,34,city,PI
São Francisco do Piauí,2209708,1,15.56905,2020-06-26,1.0,1,6423.0,True,62,city,PI
São Gonçalo do Gurguéia,2209757,4,131.53568,2020-06-26,0.0,0,3041.0,True,8,city,PI
São Gonçalo do Piauí,2209807,16,319.04287,2020-06-26,0.0625,1,5015.0,True,56,city,PI
São João da Canabrava,2209856,7,151.90972,2020-06-26,0.0,0,4608.0,True,43,city,PI
São João da Fronteira,2209872,11,182.05892,2020-06-26,0.0,0,6042.0,True,50,city,PI
São João da Serra,2209906,9,146.60368,2020-06-26,0.0,0,6139.0,True,23,city,PI
São João do Arraial,2209971,7,87.62048,2020-06-26,0.0,0,7989.0,True,28,city,PI
São João do Piauí,2210003,22,106.79093,2020-06-26,0.0,0,20601.0,True,57,city,PI
São José do Divino,2210052,6,112.23345,2020-06-26,0.3333,2,5346.0,True,91,city,PI
São José do Peixe,2210102,5,133.51135,2020-06-26,0.0,0,3745.0,True,51,city,PI
São José do Piauí,2210201,15,223.71365,2020-06-26,0.0,0,6705.0,True,71,city,PI
São Julião,2210300,20,314.31715,2020-06-26,0.05,1,6363.0,True,58,city,PI
São Lourenço do Piauí,2210359,1,21.86748,2020-06-26,0.0,0,4573.0,True,59,city,PI
São Luis do Piauí,2210375,1,37.82148,2020-06-26,0.0,0,2644.0,True,51,city,PI
São Miguel da Baixa Grande,2210383,3,122.3491,2020-06-26,0.0,0,2452.0,True,56,city,PI
São Miguel do Tapuio,2210409,3,16.98562,2020-06-26,0.0,0,17662.0,True,30,city,PI
São Pedro do Piauí,2210508,32,223.91715,2020-06-26,0.0312,1,14291.0,True,60,city,PI
São Raimundo Nonato,2210607,334,962.25872,2020-06-26,0.009,3,34710.0,True,74,city,PI
Sebastião Barros,2210623,1,28.82675,2020-06-26,1.0,1,3469.0,True,4,city,PI
Sigefredo Pacheco,2210656,6,59.755,2020-06-26,0.1667,1,10041.0,True,44,city,PI
Simões,2210706,27,184.51445,2020-06-26,0.0,0,14633.0,True,30,city,PI
Simplício Mendes,2210805,20,157.34403,2020-06-26,0.0,0,12711.0,True,49,city,PI
Socorro do Piauí,2210904,2,43.77325,2020-06-26,0.5,1,4569.0,True,45,city,PI
Sussuapara,2210938,13,193.16493,2020-06-26,0.0,0,6730.0,True,24,city,PI
Tanque do Piauí,2210979,2,72.33273,2020-06-26,0.0,0,2765.0,True,9,city,PI
Teresina,2211001,7098,820.7251,2020-06-26,0.0472,335,864845.0,True,99,city,PI
União,2211100,226,508.03642,2020-06-26,0.0265,6,44485.0,True,70,city,PI
Uruçuí,2211209,204,946.28444,2020-06-26,0.0245,5,21558.0,True,61,city,PI
Valença do Piauí,2211308,92,439.8126,2020-06-26,0.0217,2,20918.0,True,57,city,PI
Várzea Branca,2211357,2,40.42854,2020-06-26,0.5,1,4947.0,True,32,city,PI
Várzea Grande,2211407,2,45.54771,2020-06-26,0.0,0,4391.0,True,63,city,PI
Vera Mendes,2211506,4,129.99675,2020-06-26,0.0,0,3077.0,True,47,city,PI
Vila Nova do Piauí,2211605,40,1346.34803,2020-06-26,0.0,0,2971.0,True,55,city,PI
Wall Ferraz,2211704,6,134.46885,2020-06-26,0.0,0,4462.0,True,8,city,PI
,22,18665,570.23237,2020-06-26,0.0317,592,3273227.0,True,99,state,PI
,41,18672,163.30305,2020-06-26,0.0302,564,11433957.0,True,105,state,PR
Angra dos Reis,3300100,2100,1030.49783,2020-06-26,0.0371,78,203785.0,True,89,city,RJ
Aperibé,3300159,75,637.80934,2020-06-26,0.0133,1,11759.0,True,65,city,RJ
Araruama,3300209,326,246.22356,2020-06-26,0.1074,35,132400.0,True,85,city,RJ
Areal,3300225,88,699.96818,2020-06-26,0.0114,1,12572.0,True,73,city,RJ
Armação dos Búzios,3300233,176,519.63389,2020-06-26,0.0284,5,33870.0,True,74,city,RJ
Arraial do Cabo,3300258,69,227.3551,2020-06-26,0.058,4,30349.0,True,87,city,RJ
Barra do Piraí,3300308,358,356.66607,2020-06-26,0.0698,25,100374.0,True,85,city,RJ
Barra Mansa,3300407,435,235.88487,2020-06-26,0.069,30,184412.0,True,106,city,RJ
Belford Roxo,3300456,1404,274.80593,2020-06-26,0.1225,172,510906.0,True,93,city,RJ
Bom Jardim,3300506,49,178.53239,2020-06-26,0.0408,2,27446.0,True,81,city,RJ
Bom Jesus do Itabapoana,3300605,124,334.26785,2020-06-26,0.0161,2,37096.0,True,78,city,RJ
Cabo Frio,3300704,791,349.18883,2020-06-26,0.0442,35,226525.0,True,81,city,RJ
Cachoeiras de Macacu,3300803,325,551.43628,2020-06-26,0.0554,18,58937.0,True,78,city,RJ
Cambuci,3300902,51,328.92615,2020-06-26,0.0196,1,15505.0,True,44,city,RJ
Campos dos Goytacazes,3301009,1731,341.05149,2020-06-26,0.0479,83,507548.0,True,95,city,RJ
Cantagalo,3301108,21,104.1047,2020-06-26,0.0476,1,20172.0,True,79,city,RJ
Carapebus,3300936,130,797.49709,2020-06-26,0.0154,2,16301.0,True,73,city,RJ
Cardoso Moreira,3301157,112,873.43055,2020-06-26,0.0,0,12823.0,True,50,city,RJ
Carmo,3301207,61,322.83673,2020-06-26,0.0328,2,18895.0,True,56,city,RJ
Casimiro de Abreu,3301306,324,733.29712,2020-06-26,0.0309,10,44184.0,True,81,city,RJ
Comendador Levy Gasparian,3300951,46,537.32041,2020-06-26,0.0,0,8561.0,True,40,city,RJ
Conceição de Macabu,3301405,170,731.87532,2020-06-26,0.0059,1,23228.0,True,66,city,RJ
Cordeiro,3301504,32,145.94545,2020-06-26,0.0312,1,21926.0,True,62,city,RJ
Duas Barras,3301603,7,60.91194,2020-06-26,0.0,0,11492.0,True,31,city,RJ
Duque de Caxias,3301702,2988,324.92529,2020-06-26,0.1379,412,919596.0,True,95,city,RJ
Engenheiro Paulo de Frontin,3301801,53,378.51735,2020-06-26,0.0377,2,14002.0,True,53,city,RJ
Guapimirim,3301850,744,1229.40661,2020-06-26,0.0457,34,60517.0,True,100,city,RJ
Iguaba Grande,3301876,183,646.41469,2020-06-26,0.1093,20,28310.0,True,85,city,RJ
Importados/Indefinidos,,0,,2020-06-26,0.0,0,,True,98,city,RJ
Itaboraí,3301900,2417,1004.60531,2020-06-26,0.0501,121,240592.0,True,92,city,RJ
Itaguaí,3302007,1316,989.33235,2020-06-26,0.0578,76,133019.0,True,86,city,RJ
Italva,3302056,146,960.08417,2020-06-26,0.0205,3,15207.0,True,61,city,RJ
Itaocara,3302106,93,400.27546,2020-06-26,0.043,4,23234.0,True,57,city,RJ
Itaperuna,3302205,754,730.45028,2020-06-26,0.0013,1,103224.0,True,83,city,RJ
Itatiaia,3302254,32,100.61311,2020-06-26,0.0,0,31805.0,True,78,city,RJ
Japeri,3302270,171,163.21778,2020-06-26,0.1053,18,104768.0,True,81,city,RJ
Laje do Muriaé,3302304,115,1563.5622,2020-06-26,0.0,0,7355.0,True,47,city,RJ
Macaé,3302403,2034,792.45107,2020-06-26,0.0359,73,256672.0,True,88,city,RJ
Macuco,3302452,15,267.90498,2020-06-26,0.0,0,5599.0,True,65,city,RJ
Magé,3302502,1610,656.95247,2020-06-26,0.082,132,245071.0,True,86,city,RJ
Mangaratiba,3302601,329,739.85788,2020-06-26,0.0729,24,44468.0,True,91,city,RJ
Maricá,3302700,1190,738.18134,2020-06-26,0.0462,55,161207.0,True,90,city,RJ
Mendes,3302809,57,306.22112,2020-06-26,0.0351,2,18614.0,True,73,city,RJ
Mesquita,3302858,731,415.09798,2020-06-26,0.1436,105,176103.0,True,86,city,RJ
Miguel Pereira,3302908,84,328.92161,2020-06-26,0.0714,6,25538.0,True,99,city,RJ
Miracema,3303005,117,430.55862,2020-06-26,0.0,0,27174.0,True,58,city,RJ
Natividade,3303104,157,1025.0049,2020-06-26,0.0064,1,15317.0,True,50,city,RJ
Nilópolis,3303203,679,417.88473,2020-06-26,0.1119,76,162485.0,True,85,city,RJ
Niterói,3303302,6105,1188.70526,2020-06-26,0.03,183,513584.0,True,103,city,RJ
Nova Friburgo,3303401,425,222.9438,2020-06-26,0.0776,33,190631.0,True,84,city,RJ
Nova Iguaçu,3303500,3205,390.31674,2020-06-26,0.1036,332,821128.0,True,91,city,RJ
Paracambi,3303609,345,660.19863,2020-06-26,0.0638,22,52257.0,True,78,city,RJ
Paraíba do Sul,3303708,281,634.52636,2020-06-26,0.0427,12,44285.0,True,84,city,RJ
Paraty,3303807,232,537.47249,2020-06-26,0.0474,11,43165.0,True,79,city,RJ
Paty do Alferes,3303856,47,169.25348,2020-06-26,0.0851,4,27769.0,True,79,city,RJ
Petrópolis,3303906,799,260.94823,2020-06-26,0.1126,90,306191.0,True,98,city,RJ
Pinheiral,3303955,116,461.1226,2020-06-26,0.0086,1,25156.0,True,70,city,RJ
Piraí,3304003,176,601.15449,2020-06-26,0.0341,6,29277.0,True,76,city,RJ
Porciúncula,3304102,89,472.2237,2020-06-26,0.0225,2,18847.0,True,85,city,RJ
Porto Real,3304110,43,218.46263,2020-06-26,0.0233,1,19683.0,True,81,city,RJ
Quatis,3304128,24,167.8087,2020-06-26,0.0,0,14302.0,True,81,city,RJ
Queimados,3304144,1604,1067.06404,2020-06-26,0.0175,28,150319.0,True,89,city,RJ
Quissamã,3304151,194,785.4251,2020-06-26,0.0103,2,24700.0,True,73,city,RJ
Resende,3304201,390,296.93698,2020-06-26,0.059,23,131341.0,True,94,city,RJ
Rio Bonito,3304300,397,659.45748,2020-06-26,0.0504,20,60201.0,True,89,city,RJ
Rio Claro,3304409,126,680.01511,2020-06-26,0.0,0,18529.0,True,42,city,RJ
Rio das Flores,3304508,7,75.39854,2020-06-26,0.1429,1,9284.0,True,80,city,RJ
Rio das Ostras,3304524,766,508.38234,2020-06-26,0.0352,27,150674.0,True,90,city,RJ
Rio de Janeiro,3304557,55152,820.84828,2020-06-26,0.1136,6264,6718903.0,True,105,city,RJ
Santa Maria Madalena,3304607,23,221.06882,2020-06-26,0.0,0,10404.0,True,62,city,RJ
Santo Antônio de Pádua,3304706,356,838.06116,2020-06-26,0.0084,3,42479.0,True,68,city,RJ
São Fidélis,3304805,144,372.39132,2020-06-26,0.0,0,38669.0,True,76,city,RJ
São Francisco de Itabapoana,3304755,179,424.12036,2020-06-26,0.0615,11,42205.0,True,78,city,RJ
São Gonçalo,3304904,4893,451.03467,2020-06-26,0.0805,394,1084839.0,True,96,city,RJ
São João da Barra,3305000,252,698.02227,2020-06-26,0.0278,7,36102.0,True,83,city,RJ
São João de Meriti,3305109,1601,338.9034,2020-06-26,0.1174,188,472406.0,True,89,city,RJ
São José de Ubá,3305133,89,1241.11003,2020-06-26,0.0,0,7171.0,True,62,city,RJ
São José do Vale do Rio Preto,3305158,170,779.99541,2020-06-26,0.0647,11,21795.0,True,61,city,RJ
São Pedro da Aldeia,3305208,395,378.07726,2020-06-26,0.0203,8,104476.0,True,88,city,RJ
São Sebastião do Alto,3305307,10,106.87186,2020-06-26,0.1,1,9357.0,True,64,city,RJ
Sapucaia,3305406,151,828.39587,2020-06-26,0.0927,14,18228.0,True,81,city,RJ
Saquarema,3305505,227,254.56992,2020-06-26,0.0837,19,89170.0,True,76,city,RJ
Seropédica,3305554,429,521.18768,2020-06-26,0.0536,23,82312.0,True,90,city,RJ
Silva Jardim,3305604,106,486.81914,2020-06-26,0.0377,4,21774.0,True,73,city,RJ
Sumidouro,3305703,28,179.22294,2020-06-26,0.0714,2,15623.0,True,79,city,RJ
Tanguá,3305752,352,1025.96986,2020-06-26,0.0795,28,34309.0,True,83,city,RJ
Teresópolis,3305802,973,532.87622,2020-06-26,0.0452,44,182594.0,True,89,city,RJ
Trajano de Moraes,3305901,34,319.96989,2020-06-26,0.0,0,10626.0,True,83,city,RJ
Três Rios,3306008,415,507.31016,2020-06-26,0.0434,18,81804.0,True,85,city,RJ
Valença,3306107,180,235.2234,2020-06-26,0.0389,7,76523.0,True,94,city,RJ
Varre-Sai,3306156,42,381.81818,2020-06-26,0.0,0,11000.0,True,40,city,RJ
Vassouras,3306206,272,737.20729,2020-06-26,0.0478,13,36896.0,True,65,city,RJ
Volta Redonda,3306305,1633,598.14221,2020-06-26,0.0343,56,273012.0,True,95,city,RJ
,33,108497,628.42374,2020-06-26,0.0884,9587,17264943.0,True,106,state,RJ
,11,19271,1084.33091,2020-06-26,0.0247,476,1777225.0,True,93,state,RO
Água Santa,4300059,18,480.25614,2020-06-26,0.0,0,3748.0,True,50,city,RS
Agudo,4300109,2,12.14993,2020-06-26,0.0,0,16461.0,True,29,city,RS
Ajuricaba,4300208,2,28.4738,2020-06-26,0.0,0,7024.0,True,75,city,RS
Alecrim,4300307,2,33.61345,2020-06-26,0.0,0,5950.0,True,40,city,RS
Alegrete,4300406,42,57.07375,2020-06-26,0.119,5,73589.0,True,87,city,RS
Alegria,4300455,1,28.86836,2020-06-26,0.0,0,3464.0,True,1,city,RS
Alpestre,4300505,15,239.69319,2020-06-26,0.0,0,6258.0,True,53,city,RS
Alto Feliz,4300570,5,165.1255,2020-06-26,0.0,0,3028.0,True,8,city,RS
Alvorada,4300604,327,155.48846,2020-06-26,0.0245,8,210305.0,True,100,city,RS
Ametista do Sul,4300646,10,134.97098,2020-06-26,0.0,0,7409.0,True,50,city,RS
André da Rocha,4300661,0,,2020-06-26,0.0,0,1333.0,True,10,city,RS
Anta Gorda,4300703,9,150.47651,2020-06-26,0.0,0,5981.0,True,95,city,RS
Antônio Prado,4300802,11,84.29119,2020-06-26,0.0,0,13050.0,True,52,city,RS
Araricá,4300877,8,140.40014,2020-06-26,0.125,1,5698.0,True,26,city,RS
Aratiba,4300901,8,128.30794,2020-06-26,0.0,0,6235.0,True,25,city,RS
Arroio do Meio,4301008,144,692.14131,2020-06-26,0.0,0,20805.0,True,69,city,RS
Arroio do Sal,4301057,12,119.22504,2020-06-26,0.0833,1,10065.0,True,83,city,RS
Arroio dos Ratos,4301107,13,91.8663,2020-06-26,0.0769,1,14151.0,True,80,city,RS
Arroio Grande,4301305,6,32.79943,2020-06-26,0.0,0,18293.0,True,28,city,RS
Arvorezinha,4301404,6,57.55948,2020-06-26,0.0,0,10424.0,True,63,city,RS
Áurea,4301552,1,28.13731,2020-06-26,0.0,0,3554.0,True,42,city,RS
Bagé,4301602,103,85.02348,2020-06-26,0.0,0,121143.0,True,100,city,RS
Balneário Pinhal,4301636,10,71.08331,2020-06-26,0.0,0,14068.0,True,30,city,RS
Barão,4301651,8,129.63863,2020-06-26,0.0,0,6171.0,True,25,city,RS
Barão de Cotegipe,4301701,56,845.53828,2020-06-26,0.0179,1,6623.0,True,43,city,RS
Barracão,4301800,5,94.78673,2020-06-26,0.0,0,5275.0,True,22,city,RS
Barra do Ribeiro,4301909,14,103.77289,2020-06-26,0.0,0,13491.0,True,45,city,RS
Barra Funda,4301958,1,39.38558,2020-06-26,0.0,0,2539.0,True,8,city,RS
Barros Cassal,4302006,2,17.85874,2020-06-26,0.5,1,11199.0,True,56,city,RS
Benjamin Constant do Sul,4302055,20,1003.00903,2020-06-26,0.0,0,1994.0,True,38,city,RS
Bento Gonçalves,4302105,1060,880.00398,2020-06-26,0.0274,29,120454.0,True,99,city,RS
Boa Vista das Missões,4302154,2,95.32888,2020-06-26,0.0,0,2098.0,True,38,city,RS
Boa Vista do Sul,4302253,13,467.12181,2020-06-26,0.0769,1,2783.0,True,58,city,RS
Bom Jesus,4302303,48,422.94475,2020-06-26,0.0,0,11349.0,True,49,city,RS
Bom Princípio,4302352,61,434.00925,2020-06-26,0.0,0,14055.0,True,52,city,RS
Bom Progresso,4302378,5,257.46653,2020-06-26,0.0,0,1942.0,True,38,city,RS
Bom Retiro do Sul,4302402,75,608.37119,2020-06-26,0.0133,1,12328.0,True,79,city,RS
Bossoroca,4302501,3,47.77831,2020-06-26,0.0,0,6279.0,True,26,city,RS
Braga,4302600,2,59.64808,2020-06-26,0.0,0,3353.0,True,35,city,RS
Brochier,4302659,13,256.20812,2020-06-26,0.0,0,5074.0,True,43,city,RS
Butiá,4302709,22,105.05707,2020-06-26,0.0455,1,20941.0,True,48,city,RS
Caçapava do Sul,4302808,126,374.73233,2020-06-26,0.0159,2,33624.0,True,53,city,RS
Cacequi,4302907,2,15.9223,2020-06-26,0.0,0,12561.0,True,6,city,RS
Cachoeira do Sul,4303004,97,118.00343,2020-06-26,0.0,0,82201.0,True,92,city,RS
Cachoeirinha,4303103,290,222.57527,2020-06-26,0.0138,4,130293.0,True,88,city,RS
Cacique Doble,4303202,10,197.43337,2020-06-26,0.0,0,5065.0,True,30,city,RS
Caibaté,4303301,0,,2020-06-26,0.0,0,4846.0,True,43,city,RS
Caiçara,4303400,6,126.50221,2020-06-26,0.0,0,4743.0,True,7,city,RS
Camaquã,4303509,57,86.02345,2020-06-26,0.0702,4,66261.0,True,95,city,RS
Camargo,4303558,19,695.20673,2020-06-26,0.0,0,2733.0,True,43,city,RS
Cambará do Sul,4303608,3,46.64904,2020-06-26,0.0,0,6431.0,True,22,city,RS
Campestre da Serra,4303673,9,265.64345,2020-06-26,0.0,0,3388.0,True,64,city,RS
Campinas do Sul,4303806,9,165.0165,2020-06-26,0.0,0,5454.0,True,66,city,RS
Campo Bom,4303905,161,241.33589,2020-06-26,0.0435,7,66712.0,True,106,city,RS
Campo Novo,4304002,4,89.20607,2020-06-26,0.0,0,4484.0,True,36,city,RS
Candelária,4304200,10,31.88267,2020-06-26,0.0,0,31365.0,True,73,city,RS
Cândido Godói,4304309,1,16.13424,2020-06-26,0.0,0,6198.0,True,8,city,RS
Candiota,4304358,4,41.73623,2020-06-26,0.0,0,9584.0,True,61,city,RS
Canela,4304408,24,53.3357,2020-06-26,0.0417,1,44998.0,True,34,city,RS
Canguçu,4304507,32,57.09698,2020-06-26,0.0625,2,56045.0,True,91,city,RS
Canoas,4304606,454,130.98068,2020-06-26,0.0308,14,346616.0,True,98,city,RS
Canudos do Vale,4304614,4,233.10023,2020-06-26,0.0,0,1716.0,True,56,city,RS
Capão da Canoa,4304630,52,98.02258,2020-06-26,0.0577,3,53049.0,True,96,city,RS
Capão do Cipó,4304655,2,54.77951,2020-06-26,0.0,0,3651.0,True,11,city,RS
Capão do Leão,4304663,4,15.7766,2020-06-26,0.0,0,25354.0,True,88,city,RS
Capela de Santana,4304689,1,8.37521,2020-06-26,0.0,0,11940.0,True,29,city,RS
Capitão,4304697,16,580.34095,2020-06-26,0.0,0,2757.0,True,47,city,RS
Caraá,4304713,15,181.37848,2020-06-26,0.0,0,8270.0,True,21,city,RS
Carazinho,4304705,83,133.63388,2020-06-26,0.0,0,62110.0,True,69,city,RS
Carlos Barbosa,4304804,267,894.98207,2020-06-26,0.0262,7,29833.0,True,98,city,RS
Casca,4304903,14,155.02159,2020-06-26,0.0,0,9031.0,True,43,city,RS
Caseiros,4304952,10,312.30481,2020-06-26,0.0,0,3202.0,True,50,city,RS
Catuípe,4305009,6,68.38386,2020-06-26,0.0,0,8774.0,True,12,city,RS
Caxias do Sul,4305108,897,175.57046,2020-06-26,0.0167,15,510906.0,True,104,city,RS
Centenário,4305116,2,69.18021,2020-06-26,0.0,0,2891.0,True,19,city,RS
Cerrito,4305124,0,,2020-06-26,0.0,0,6091.0,True,12,city,RS
Cerro Grande do Sul,4305173,2,16.3412,2020-06-26,0.5,1,12239.0,True,94,city,RS
Cerro Largo,4305207,3,21.22692,2020-06-26,0.0,0,14133.0,True,10,city,RS
Chapada,4305306,6,64.7319,2020-06-26,0.0,0,9269.0,True,73,city,RS
Charqueadas,4305355,36,88.25909,2020-06-26,0.0278,1,40789.0,True,98,city,RS
Chiapetta,4305405,21,559.10543,2020-06-26,0.0,0,3756.0,True,23,city,RS
Chuí,4305439,2,29.83294,2020-06-26,0.0,0,6704.0,True,1,city,RS
Chuvisca,4305447,6,110.27385,2020-06-26,0.0,0,5441.0,True,4,city,RS
Cidreira,4305454,29,178.41762,2020-06-26,0.0345,1,16254.0,True,79,city,RS
Ciríaco,4305504,7,147.46155,2020-06-26,0.0,0,4747.0,True,62,city,RS
Colinas,4305587,14,574.24118,2020-06-26,0.0,0,2438.0,True,61,city,RS
Colorado,4305603,4,125.98425,2020-06-26,0.0,0,3175.0,True,33,city,RS
Condor,4305702,25,370.20583,2020-06-26,0.04,1,6753.0,True,47,city,RS
Constantina,4305801,31,312.78378,2020-06-26,0.0323,1,9911.0,True,22,city,RS
Coqueiros do Sul,4305850,5,216.82567,2020-06-26,0.2,1,2306.0,True,25,city,RS
Coronel Barros,4305871,2,79.39659,2020-06-26,0.0,0,2519.0,True,4,city,RS
Coronel Bicaco,4305900,4,54.60751,2020-06-26,0.0,0,7325.0,True,62,city,RS
Coronel Pilar,4305934,2,122.85012,2020-06-26,0.0,0,1628.0,True,16,city,RS
Cotiporã,4305959,8,207.63042,2020-06-26,0.0,0,3853.0,True,11,city,RS
Coxilha,4305975,28,1015.96517,2020-06-26,0.0357,1,2756.0,True,50,city,RS
Crissiumal,4306007,6,44.6163,2020-06-26,0.0,0,13448.0,True,43,city,RS
Cristal do Sul,4306072,2,70.24939,2020-06-26,0.0,0,2847.0,True,12,city,RS
Cruz Alta,4306106,126,208.95869,2020-06-26,0.0317,4,60299.0,True,62,city,RS
Cruzaltense,4306130,8,436.44299,2020-06-26,0.0,0,1833.0,True,37,city,RS
Cruzeiro do Sul,4306205,103,834.14318,2020-06-26,0.0388,4,12348.0,True,96,city,RS
David Canabarro,4306304,8,168.77637,2020-06-26,0.0,0,4740.0,True,25,city,RS
Derrubadas,4306320,1,35.65062,2020-06-26,0.0,0,2805.0,True,61,city,RS
Dois Irmãos,4306403,29,88.76374,2020-06-26,0.0345,1,32671.0,True,98,city,RS
Dois Irmãos das Missões,4306429,0,,2020-06-26,0.0,0,2026.0,True,9,city,RS
Dois Lajeados,4306452,3,88.23529,2020-06-26,0.0,0,3400.0,True,18,city,RS
Dom Feliciano,4306502,3,19.46283,2020-06-26,0.0,0,15414.0,True,49,city,RS
Dom Pedrito,4306601,22,57.2008,2020-06-26,0.0455,1,38461.0,True,94,city,RS
Dom Pedro de Alcântara,4306551,1,39.4633,2020-06-26,0.0,0,2534.0,True,16,city,RS
Doutor Maurício Cardoso,4306734,6,131.89712,2020-06-26,0.3333,2,4549.0,True,55,city,RS
Doutor Ricardo,4306759,5,252.14322,2020-06-26,0.0,0,1983.0,True,50,city,RS
Eldorado do Sul,4306767,51,123.53155,2020-06-26,0.0196,1,41285.0,True,98,city,RS
Encantado,4306809,130,572.53589,2020-06-26,0.0308,4,22706.0,True,81,city,RS
Encruzilhada do Sul,4306908,27,104.33976,2020-06-26,0.037,1,25877.0,True,77,city,RS
Engenho Velho,4306924,1,96.7118,2020-06-26,0.0,0,1034.0,True,7,city,RS
Entre-Ijuís,4306932,20,235.9882,2020-06-26,0.0,0,8475.0,True,30,city,RS
Entre Rios do Sul,4306957,21,752.149,2020-06-26,0.0,0,2792.0,True,27,city,RS
Erebango,4306973,13,434.63725,2020-06-26,0.0,0,2991.0,True,43,city,RS
Erechim,4307005,488,460.9775,2020-06-26,0.0061,3,105862.0,True,100,city,RS
Ernestina,4307054,4,126.26263,2020-06-26,0.0,0,3168.0,True,65,city,RS
Erval Grande,4307203,12,246.9644,2020-06-26,0.0,0,4859.0,True,37,city,RS
Esmeralda,4307401,3,91.40768,2020-06-26,0.3333,1,3282.0,True,29,city,RS
Esperança do Sul,4307450,19,649.35065,2020-06-26,0.0526,1,2926.0,True,47,city,RS
Espumoso,4307500,18,115.47344,2020-06-26,0.0556,1,15588.0,True,75,city,RS
Estação,4307559,21,352.46727,2020-06-26,0.0,0,5958.0,True,50,city,RS
Estância Velha,4307609,58,115.94898,2020-06-26,0.0,0,50022.0,True,97,city,RS
Esteio,4307708,168,201.91822,2020-06-26,0.0417,7,83202.0,True,83,city,RS
Estrela,4307807,212,621.40931,2020-06-26,0.0094,2,34116.0,True,98,city,RS
Eugênio de Castro,4307831,1,41.73623,2020-06-26,0.0,0,2396.0,True,51,city,RS
Farroupilha,4307906,430,594.48922,2020-06-26,0.0116,5,72331.0,True,100,city,RS
Faxinal do Soturno,4308003,1,14.97679,2020-06-26,0.0,0,6677.0,True,10,city,RS
Faxinalzinho,4308052,26,1123.11015,2020-06-26,0.0,0,2315.0,True,30,city,RS
Fazenda Vilanova,4308078,10,220.60446,2020-06-26,0.0,0,4533.0,True,53,city,RS
Feliz,4308102,18,132.87075,2020-06-26,0.0,0,13547.0,True,60,city,RS
Flores da Cunha,4308201,74,240.68954,2020-06-26,0.0135,1,30745.0,True,72,city,RS
Floriano Peixoto,4308250,17,962.62741,2020-06-26,0.0,0,1766.0,True,64,city,RS
Fontoura Xavier,4308300,12,116.45963,2020-06-26,0.0,0,10304.0,True,47,city,RS
Formigueiro,4308409,79,1185.47419,2020-06-26,0.0,0,6664.0,True,36,city,RS
